0,256.0
1,214.0
2,220.0
3,245.0
4,216.0
5,215.0
6,214.0
7,219.0
8,218.0
9,214.0
10,214.0
11,215.0
12,214.0
13,214.0
14,220.0
15,214.0
16,224.0
17,220.0
18,214.0
19,214.0
20,222.0
21,214.0
22,214.0
23,214.0
24,214.0
25,214.0
26,214.0
27,214.0
28,214.0
29,227.0
30,214.0
31,243.0
32,232.0
33,233.0
34,239.0
35,229.0
36,229.0
37,229.0
38,229.0
39,229.0
40,229.0
41,229.0
42,229.0
43,229.0
44,229.0
45,229.0
46,229.0
47,229.0
48,229.0
49,229.0
50,229.0
51,229.0
52,229.0
53,229.0
54,229.0
55,229.0
56,229.0
57,229.0
58,229.0
59,229.0
60,229.0
61,229.0
62,229.0
63,229.0
64,229.0
65,229.0
66,229.0
67,229.0
68,229.0
69,230.0
70,229.0
71,229.0
72,229.0
73,229.0
74,229.0
75,229.0
76,229.0
77,229.0
78,229.0
79,229.0
80,229.0
81,229.0
82,229.0
83,229.0
84,229.0
85,229.0
86,229.0
87,229.0
88,229.0
89,229.0
90,229.0
91,229.0
92,229.0
93,229.0
94,229.0
95,229.0
96,229.0
97,229.0
98,229.0
99,229.0
100,229.0
101,229.0
102,229.0
103,229.0
104,229.0
105,229.0
106,229.0
107,229.0
108,229.0
109,229.0
110,229.0
111,211.0
112,229.0
113,210.0
114,229.0
115,229.0
116,229.0
117,229.0
118,229.0
119,229.0
120,229.0
121,229.0
122,229.0
123,229.0
124,229.0
125,229.0
126,229.0
127,229.0
128,229.0
129,229.0
130,229.0
131,229.0
132,229.0
133,229.0
134,229.0
135,229.0
136,229.0
137,229.0
138,229.0
139,229.0
140,229.0
141,229.0
142,229.0
143,229.0
144,229.0
145,229.0
146,229.0
147,229.0
148,229.0
149,229.0
150,229.0
151,229.0
152,229.0
153,229.0
154,229.0
155,229.0
156,229.0
157,229.0
158,229.0
159,229.0
160,229.0
161,229.0
162,229.0
163,229.0
164,229.0
165,229.0
166,229.0
167,229.0
168,229.0
169,229.0
170,229.0
171,229.0
172,229.0
173,229.0
174,229.0
175,229.0
176,256.0
177,229.0
178,229.0
179,256.0
180,229.0
181,229.0
182,229.0
183,229.0
184,229.0
185,255.0
186,204.0
187,229.0
188,229.0
189,229.0
190,229.0
191,229.0
192,229.0
193,218.0
194,229.0
195,229.0
196,229.0
197,229.0
198,229.0
199,229.0
200,229.0
201,208.0
202,210.0
203,229.0
204,229.0
205,207.0
206,203.0
207,229.0
208,210.0
209,229.0
210,229.0
211,229.0
212,229.0
213,229.0
214,229.0
215,229.0
216,229.0
217,212.0
218,229.0
219,229.0
220,229.0
221,229.0
222,229.0
223,229.0
224,229.0
225,229.0
226,229.0
227,229.0
228,229.0
229,229.0
230,193.0
231,229.0
232,229.0
233,229.0
234,229.0
235,229.0
236,215.0
237,229.0
238,256.0
239,229.0
240,213.0
241,229.0
242,256.0
243,229.0
244,229.0
245,229.0
246,229.0
247,229.0
248,229.0
249,210.0
250,229.0
251,205.0
252,229.0
253,229.0
254,229.0
255,229.0
256,229.0
257,217.0
258,229.0
259,229.0
260,229.0
261,229.0
262,210.0
263,211.0
264,207.0
265,206.0
266,207.0
267,229.0
268,229.0
269,229.0
270,229.0
271,229.0
272,211.0
273,229.0
274,229.0
275,229.0
276,229.0
277,229.0
278,229.0
279,229.0
280,229.0
281,229.0
282,229.0
283,229.0
284,229.0
285,229.0
286,231.0
287,231.0
288,231.0
289,231.0
290,231.0
291,231.0
292,220.0
293,231.0
294,231.0
295,231.0
296,221.0
297,223.0
298,231.0
299,231.0
300,231.0
301,231.0
302,231.0
303,231.0
304,208.0
305,231.0
306,214.0
307,205.0
308,231.0
309,231.0
310,205.0
311,231.0
312,210.0
313,213.0
314,231.0
315,231.0
316,231.0
317,231.0
318,231.0
319,231.0
320,231.0
321,231.0
322,231.0
323,231.0
324,208.0
325,231.0
326,231.0
327,231.0
328,231.0
329,231.0
330,231.0
331,231.0
332,213.0
333,231.0
334,231.0
335,231.0
336,231.0
337,231.0
338,231.0
339,209.0
340,231.0
341,207.0
342,231.0
343,231.0
344,231.0
345,231.0
346,231.0
347,212.0
348,231.0
349,231.0
350,231.0
351,231.0
352,211.0
353,231.0
354,231.0
355,231.0
356,231.0
357,231.0
358,210.0
359,231.0
360,217.0
361,231.0
362,231.0
363,209.0
364,222.0
365,231.0
366,213.0
367,231.0
368,231.0
369,231.0
370,231.0
371,231.0
372,231.0
373,231.0
374,231.0
375,218.0
376,213.0
377,218.0
378,218.0
379,217.0
380,202.0
381,231.0
382,231.0
383,231.0
384,231.0
385,231.0
386,231.0
387,231.0
388,231.0
389,231.0
390,231.0
391,231.0
392,204.0
393,231.0
394,231.0
395,231.0
396,231.0
397,231.0
398,231.0
399,231.0
400,231.0
401,209.0
402,231.0
403,231.0
404,231.0
405,231.0
406,206.0
407,231.0
408,231.0
409,231.0
410,231.0
411,208.0
412,231.0
413,231.0
414,208.0
415,231.0
416,231.0
417,210.0
418,207.0
419,213.0
420,231.0
421,231.0
422,231.0
423,231.0
424,204.0
425,231.0
426,204.0
427,231.0
428,208.0
429,208.0
430,205.0
431,231.0
432,205.0
433,231.0
434,231.0
435,231.0
436,231.0
437,231.0
438,231.0
439,207.0
440,231.0
441,203.0
442,231.0
443,208.0
444,206.0
445,231.0
446,231.0
447,231.0
448,231.0
449,231.0
450,231.0
451,231.0
452,231.0
453,205.0
454,231.0
455,208.0
456,201.0
457,207.0
458,209.0
459,231.0
460,208.0
461,231.0
462,212.0
463,206.0
464,231.0
465,212.0
466,231.0
467,231.0
468,231.0
469,231.0
470,198.0
471,231.0
472,231.0
473,231.0
474,198.0
475,158.0
476,231.0
477,231.0
478,231.0
479,231.0
480,231.0
481,204.0
482,206.0
483,231.0
484,207.0
485,202.0
486,213.0
487,231.0
488,231.0
489,202.0
490,198.0
491,202.0
492,203.0
493,203.0
494,231.0
495,231.0
496,231.0
497,217.0
498,219.0
499,231.0
500,231.0
501,208.0
502,231.0
503,231.0
504,231.0
505,231.0
506,200.0
507,231.0
508,207.0
509,205.0
510,201.0
511,209.0
512,209.0
513,231.0
514,218.0
515,231.0
516,231.0
517,231.0
518,216.0
519,215.0
520,231.0
521,201.0
522,203.0
523,231.0
524,209.0
525,211.0
526,203.0
527,210.0
528,231.0
529,231.0
530,209.0
531,231.0
532,210.0
533,209.0
534,204.0
535,231.0
536,206.0
537,231.0
538,231.0
539,210.0
540,231.0
541,204.0
542,200.0
543,231.0
544,203.0
545,231.0
546,231.0
547,210.0
548,205.0
549,231.0
550,199.0
551,231.0
552,205.0
553,199.0
554,207.0
555,206.0
556,231.0
557,231.0
558,203.0
559,231.0
560,206.0
561,210.0
562,231.0
563,231.0
564,215.0
565,231.0
566,231.0
567,231.0
568,231.0
569,215.0
570,231.0
571,231.0
572,231.0
573,231.0
574,231.0
575,231.0
576,231.0
577,231.0
578,208.0
579,231.0
580,217.0
581,204.0
582,231.0
583,219.0
584,231.0
585,216.0
586,211.0
587,213.0
588,210.0
589,231.0
590,205.0
591,231.0
592,211.0
593,231.0
594,204.0
595,231.0
596,207.0
597,231.0
598,237.0
599,231.0
600,231.0
601,198.0
602,201.0
603,203.0
604,209.0
605,208.0
606,201.0
607,205.0
608,209.0
609,203.0
610,203.0
611,231.0
612,231.0
613,207.0
614,200.0
615,207.0
616,207.0
617,231.0
618,231.0
619,216.0
620,231.0
621,202.0
622,211.0
623,231.0
624,219.0
625,231.0
626,231.0
627,211.0
628,231.0
629,231.0
630,202.0
631,231.0
632,231.0
633,231.0
634,240.0
635,231.0
636,231.0
637,231.0
638,210.0
639,231.0
640,231.0
641,231.0
642,231.0
643,231.0
644,209.0
645,231.0
646,231.0
647,231.0
648,231.0
649,231.0
650,231.0
651,231.0
652,202.0
653,231.0
654,211.0
655,231.0
656,231.0
657,231.0
658,214.0
659,214.0
660,221.0
661,208.0
662,214.0
663,231.0
664,216.0
665,210.0
666,225.0
667,231.0
668,221.0
669,214.0
670,231.0
671,231.0
672,231.0
673,208.0
674,231.0
675,231.0
676,211.0
677,231.0
678,207.0
679,207.0
680,201.0
681,231.0
682,202.0
683,203.0
684,231.0
685,212.0
686,208.0
687,204.0
688,231.0
689,231.0
690,217.0
691,231.0
692,231.0
693,208.0
694,231.0
695,228.0
696,233.0
697,204.0
698,231.0
699,205.0
700,231.0
701,214.0
702,231.0
703,209.0
704,231.0
705,231.0
706,231.0
707,231.0
708,203.0
709,231.0
710,231.0
711,231.0
712,231.0
713,231.0
714,231.0
715,231.0
716,210.0
717,231.0
718,231.0
719,231.0
720,231.0
721,231.0
722,231.0
723,231.0
724,231.0
725,208.0
726,207.0
727,209.0
728,231.0
729,200.0
730,231.0
731,231.0
732,231.0
733,231.0
734,231.0
735,197.0
736,236.0
737,236.0
738,236.0
739,236.0
740,236.0
741,236.0
742,236.0
743,236.0
744,236.0
745,236.0
746,236.0
747,236.0
748,214.0
749,236.0
750,236.0
751,205.0
752,236.0
753,236.0
754,236.0
755,236.0
756,236.0
757,202.0
758,236.0
759,236.0
760,206.0
761,236.0
762,193.0
763,202.0
764,236.0
765,201.0
766,201.0
767,198.0
768,236.0
769,215.0
770,213.0
771,236.0
772,192.0
773,236.0
774,236.0
775,236.0
776,236.0
777,214.0
778,211.0
779,236.0
780,236.0
781,204.0
782,236.0
783,236.0
784,236.0
785,236.0
786,236.0
787,236.0
788,236.0
789,236.0
790,236.0
791,220.0
792,236.0
793,236.0
794,236.0
795,236.0
796,236.0
797,236.0
798,236.0
799,220.0
800,236.0
801,236.0
802,236.0
803,236.0
804,223.0
805,216.0
806,236.0
807,236.0
808,236.0
809,236.0
810,236.0
811,236.0
812,236.0
813,222.0
814,236.0
815,213.0
816,236.0
817,236.0
818,236.0
819,219.0
820,236.0
821,236.0
822,236.0
823,236.0
824,236.0
825,236.0
826,236.0
827,236.0
828,221.0
829,236.0
830,236.0
831,236.0
832,236.0
833,219.0
834,236.0
835,236.0
836,236.0
837,220.0
838,236.0
839,242.0
840,236.0
841,236.0
842,236.0
843,236.0
844,236.0
845,219.0
846,236.0
847,236.0
848,236.0
849,236.0
850,224.0
851,236.0
852,236.0
853,236.0
854,236.0
855,236.0
856,236.0
857,236.0
858,236.0
859,227.0
860,236.0
861,236.0
862,219.0
863,236.0
864,236.0
865,236.0
866,236.0
867,217.0
868,236.0
869,236.0
870,236.0
871,236.0
872,221.0
873,219.0
874,220.0
875,236.0
876,236.0
877,220.0
878,236.0
879,236.0
880,236.0
881,236.0
882,220.0
883,219.0
884,236.0
885,236.0
886,236.0
887,220.0
888,236.0
889,217.0
890,217.0
891,236.0
892,236.0
893,236.0
894,236.0
895,236.0
896,236.0
897,212.0
898,236.0
899,236.0
900,236.0
901,236.0
902,216.0
903,236.0
904,222.0
905,236.0
906,236.0
907,236.0
908,232.0
909,236.0
910,236.0
911,226.0
912,211.0
913,218.0
914,218.0
915,224.0
916,214.0
917,236.0
918,236.0
919,215.0
920,236.0
921,236.0
922,219.0
923,236.0
924,219.0
925,236.0
926,236.0
927,236.0
928,236.0
929,236.0
930,236.0
931,236.0
932,220.0
933,217.0
934,219.0
935,236.0
936,236.0
937,236.0
938,227.0
939,231.0
940,236.0
941,236.0
942,236.0
943,205.0
944,204.0
945,236.0
946,236.0
947,236.0
948,236.0
949,236.0
950,228.0
951,230.0
952,225.0
953,236.0
954,208.0
955,236.0
956,212.0
957,236.0
958,214.0
959,205.0
960,236.0
961,237.0
962,236.0
963,236.0
964,236.0
965,241.0
966,186.0
967,236.0
968,238.0
969,236.0
970,202.0
971,236.0
972,186.0
973,203.0
974,236.0
975,236.0
976,195.0
977,236.0
978,236.0
979,236.0
980,216.0
981,219.0
